Tarifa,Tipo Traslado,Origen,Destino,Tipo Vehículo,Precio,Notas
Green Class,Aeropuerto,(GDL) Aeropuerto Internacional de Guadalajara,San Miguel de Allende,MODEL 3,10350,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,MODEL 3,10350,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(GDL) Aeropuerto Internacional de Guadalajara,San Miguel de Allende,MODEL Y,11400,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,MODEL Y,11400,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,MODEL 3,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,MODEL 3,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,MODEL Y,7600,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,MODEL Y,7600,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,MODEL 3,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,MODEL 3,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,MODEL Y,7600,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,MODEL Y,7600,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,MODEL 3,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,MODEL 3,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,MODEL Y,3565,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,MODEL Y,3565,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,MODEL 3,5520,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,MODEL 3,5520,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,MODEL Y,6080,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,MODEL Y,6080,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,MODEL 3,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,MODEL 3,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,MODEL Y,7600,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,MODEL Y,7600,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
Green Class,Punto a Punto,Aguascalientes,San Miguel de Allende,MODEL 3,6900,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Green Class,Punto a Punto,San Miguel de Allende,Aguascalientes,MODEL 3,6900,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Green Class,Punto a Punto,Aguascalientes,San Miguel de Allende,MODEL Y,7600,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Green Class,Punto a Punto,San Miguel de Allende,Aguascalientes,MODEL Y,7600,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
Green Class,Punto a Punto,León,San Miguel de Allende,MODEL 3,3887,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Green Class,Punto a Punto,San Miguel de Allende,León,MODEL 3,3887,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Green Class,Punto a Punto,León,San Miguel de Allende,MODEL Y,4634.5,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Green Class,Punto a Punto,San Miguel de Allende,León,MODEL Y,4634.5,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
Green Class,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,MODEL 3,6900,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Green Class,Punto a Punto,San Miguel de Allende,Ciudad de México 1 (Norte & Zona Centro),MODEL 3,6900,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Green Class,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,MODEL Y,7600,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Green Class,Punto a Punto,San Miguel de Allende,Ciudad de México 1 (Norte & Zona Centro),MODEL Y,7600,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
Green Class,Punto a Punto,Ciudad de México 2 (Sur & Zona de Santa Fé),San Miguel de Allende,MODEL 3,7935,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Green Class,Punto a Punto,San Miguel de Allende,Ciudad de México 2 (Sur & Zona de Santa Fé),MODEL 3,7935,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Green Class,Punto a Punto,Ciudad de México 2 (Sur & Zona de Santa Fé),San Miguel de Allende,MODEL Y,8740,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Green Class,Punto a Punto,San Miguel de Allende,Ciudad de México 2 (Sur & Zona de Santa Fé),MODEL Y,8740,CUALQUIER DESTINO AL SUR DE MÉXICO Y LA ZONA DE SANTA FÉ
Green Class,Punto a Punto,Cuernavaca,San Miguel de Allende,MODEL 3,10350,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Green Class,Punto a Punto,San Miguel de Allende,Cuernavaca,MODEL 3,10350,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Green Class,Punto a Punto,Cuernavaca,San Miguel de Allende,MODEL Y,11400,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Green Class,Punto a Punto,San Miguel de Allende,Cuernavaca,MODEL Y,11400,CUALQUIER DESTINO EN LA CIUDAD DE CUERNAVACA
Green Class,Punto a Punto,Dolores Hidalgo,San Miguel de Allende,MODEL 3,2392,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Green Class,Punto a Punto,San Miguel de Allende,Dolores Hidalgo,MODEL 3,2392,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Green Class,Punto a Punto,Dolores Hidalgo,San Miguel de Allende,MODEL Y,2852,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Green Class,Punto a Punto,San Miguel de Allende,Dolores Hidalgo,MODEL Y,2852,CUALQUIER DESTINO EN LA CIUDAD DE DOLORES HIDALGO
Green Class,Punto a Punto,Estado de México,San Miguel de Allende,MODEL 3,6900,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Green Class,Punto a Punto,San Miguel de Allende,Estado de México,MODEL 3,6900,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Green Class,Punto a Punto,Estado de México,San Miguel de Allende,MODEL Y,7600,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Green Class,Punto a Punto,San Miguel de Allende,Estado de México,MODEL Y,7600,CUALQUIER DESTINO EN EL ESTADO DE MÉXICO
Green Class,Punto a Punto,Guadalajara,San Miguel de Allende,MODEL 3,10350,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Green Class,Punto a Punto,San Miguel de Allende,Guadalajara,MODEL 3,10350,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Green Class,Punto a Punto,Guadalajara,San Miguel de Allende,MODEL Y,11400,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Green Class,Punto a Punto,San Miguel de Allende,Guadalajara,MODEL Y,11400,CUALQUIER DESTINO EN LA CIUDAD DE GUADALAJARA
Green Class,Punto a Punto,Guanajuato,San Miguel de Allende,MODEL 3,2990,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Green Class,Punto a Punto,San Miguel de Allende,Guanajuato,MODEL 3,2990,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Green Class,Punto a Punto,Guanajuato,San Miguel de Allende,MODEL Y,3565,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Green Class,Punto a Punto,San Miguel de Allende,Guanajuato,MODEL Y,3565,CUALQUIER DESTINO EN LA CIUDAD DE GUANAJUATO
Green Class,Punto a Punto,Morelia,San Miguel de Allende,MODEL 3,6900,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Green Class,Punto a Punto,San Miguel de Allende,Morelia,MODEL 3,6900,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Green Class,Punto a Punto,Morelia,San Miguel de Allende,MODEL Y,7600,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Green Class,Punto a Punto,San Miguel de Allende,Morelia,MODEL Y,7600,CUALQUIER DESTINO EN LA CIUDAD DE MORELIA
Green Class,Punto a Punto,Puebla,San Miguel de Allende,MODEL 3,11902.5,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Green Class,Punto a Punto,San Miguel de Allende,Puebla,MODEL 3,11902.5,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Green Class,Punto a Punto,Puebla,San Miguel de Allende,MODEL Y,13110,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Green Class,Punto a Punto,San Miguel de Allende,Puebla,MODEL Y,13110,CUALQUIER DESTINO EN LA CIUDAD DE PUEBLA
Green Class,Punto a Punto,Querétaro,San Miguel de Allende,MODEL 3,2990,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Green Class,Punto a Punto,San Miguel de Allende,Querétaro,MODEL 3,2990,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Green Class,Punto a Punto,Querétaro,San Miguel de Allende,MODEL Y,3565,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Green Class,Punto a Punto,San Miguel de Allende,Querétaro,MODEL Y,3565,CUALQUIER DESTINO EN LA CIUDAD DE QUERÉTARO
Green Class,Punto a Punto,San Juan del Rio,San Miguel de Allende,MODEL 3,3737.5,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Green Class,Punto a Punto,San Miguel de Allende,San Juan del Rio,MODEL 3,3737.5,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Green Class,Punto a Punto,San Juan del Rio,San Miguel de Allende,MODEL Y,4456.25,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Green Class,Punto a Punto,San Miguel de Allende,San Juan del Rio,MODEL Y,4456.25,CUALQUIER DESTINO EN LA CIUDAD DE SAN JUAN DEL RÍO
Green Class,Punto a Punto,San Luis Potosí,San Miguel de Allende,MODEL 3,5520,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Green Class,Punto a Punto,San Miguel de Allende,San Luis Potosí,MODEL 3,5520,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Green Class,Punto a Punto,San Luis Potosí,San Miguel de Allende,MODEL Y,6080,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Green Class,Punto a Punto,San Miguel de Allende,San Luis Potosí,MODEL Y,6080,CUALQUIER DESTINO EN LA CIUDAD DE SAN LUIS POTOSÍ
Green Class,Punto a Punto,Zacatecas,San Miguel de Allende,MODEL 3,10350,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Green Class,Punto a Punto,San Miguel de Allende,Zacatecas,MODEL 3,10350,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Green Class,Punto a Punto,Zacatecas,San Miguel de Allende,MODEL Y,11400,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Green Class,Punto a Punto,San Miguel de Allende,Zacatecas,MODEL Y,11400,CUALQUIER DESTINO EN LA CIUDAD DE ZACATECAS
Green Class,Local,,Capilla de Jimmy Ray,MODEL 3,1386.66,
Green Class,Local,,Capilla de Jimmy Ray,MODEL Y,1694.79,
Green Class,Local,,Casa Adela,MODEL 3,1794.95,
Green Class,Local,,Casa Adela,MODEL Y,2217.36,
Green Class,Local,,Casa de Aves,MODEL 3,1694.01,
Green Class,Local,,Casa de Aves,MODEL Y,2002.94,
Green Class,Local,,Central de Autobuses,MODEL 3,1078.51,
Green Class,Local,,Central de Autobuses,MODEL Y,1386.66,
Green Class,Local,,Club de Golf Malanquín,MODEL 3,1232.58,
Green Class,Local,,Club de Golf Malanquín,MODEL Y,1694.8,
Green Class,Local,,Club de Golf Ventanas,MODEL 3,1232.58,
Green Class,Local,,Club de Golf Ventanas,MODEL Y,1694.8,
Green Class,Local,,Escondido Place,MODEL 3,1386.65,
Green Class,Local,,Escondido Place,MODEL Y,1694.8,
Green Class,Local,,Fábrica La Aurora,MODEL 3,1078.51,
Green Class,Local,,Fábrica La Aurora,MODEL Y,1386.65,
Green Class,Local,,Finca Luna Serena,MODEL 3,1694.01,
Green Class,Local,,Finca Luna Serena,MODEL Y,2002.94,
Green Class,Local,,Hacienda Calderon,MODEL 3,2203.24,
Green Class,Local,,Hacienda Calderon,MODEL Y,2739.92,
Green Class,Local,,Hacienda Herencia de Allende,MODEL 3,1386.65,
Green Class,Local,,Hacienda Herencia de Allende,MODEL Y,1694.8,
Green Class,Local,,Hacienda Los Picachos,MODEL 3,1386.65,
Green Class,Local,,Hacienda Los Picachos,MODEL Y,1694.8,
Green Class,Local,,Hacienda Los Arcángeles,MODEL 3,1232.58,
Green Class,Local,,Hacienda Los Arcángeles,MODEL Y,1694.8,
Green Class,Local,,Hacienda San José La Vista,MODEL 3,1694.01,
Green Class,Local,,Hacienda San José La Vista,MODEL Y,2002.94,
Green Class,Local,,Hacienda Puerto de Sosa,MODEL 3,2203.24,
Green Class,Local,,Hacienda Puerto de Sosa,MODEL Y,2739.92,
Green Class,Local,,Helipuerto Los Gerez,MODEL 3,1540.33,
Green Class,Local,,Helipuerto Los Gerez,MODEL Y,1848.87,
Green Class,Local,,La Casona,MODEL 3,1078.51,
Green Class,Local,,La Casona,MODEL Y,1386.65,
Green Class,Local,,La Candelaria,MODEL 3,1540.33,
Green Class,Local,,La Candelaria,MODEL Y,1848.87,
Green Class,Local,,Finca La Devocion,MODEL 3,1794.95,
Green Class,Local,,Finca La Devocion,MODEL Y,2217.36,
Green Class,Local,,La Gruta,MODEL 3,1386.65,
Green Class,Local,,La Gruta,MODEL Y,1694.8,
Green Class,Local,,La Noria,MODEL 3,1540.33,
Green Class,Local,,La Noria,MODEL Y,1848.87,
Green Class,Local,,La Zandunga,MODEL 3,2203.24,
Green Class,Local,,La Zandunga,MODEL Y,2739.92,
Green Class,Local,,Los Senderos,MODEL 3,1232.58,
Green Class,Local,,Los Senderos,MODEL Y,1694.8,
Green Class,Local,,Mayan Baths,MODEL 3,1386.65,
Green Class,Local,,Mayan Baths,MODEL Y,1694.8,
Green Class,Local,,Opuntia,MODEL 3,2203.24,
Green Class,Local,,Opuntia,MODEL Y,2739.92,
Green Class,Local,,Otomí,MODEL 3,1386.65,
Green Class,Local,,Otomí,MODEL Y,1694.8,
Green Class,Local,,Rancho La Trinidad,MODEL 3,1386.65,
Green Class,Local,,Rancho La Trinidad,MODEL Y,1694.8,
Green Class,Local,,Rancho Labradores,MODEL 3,1540.33,
Green Class,Local,,Rancho Labradores,MODEL Y,1848.87,
Green Class,Local,,Rancho Las Puertas,MODEL 3,1386.65,
Green Class,Local,,Rancho Las Puertas,MODEL Y,1694.8,
Green Class,Local,,Rancho Las Sabinas,MODEL 3,1540.33,
Green Class,Local,,Rancho Las Sabinas,MODEL Y,1848.87,
Green Class,Local,,Rancho Luna Escondida,MODEL 3,1540.33,
Green Class,Local,,Rancho Luna Escondida,MODEL Y,1848.87,
Green Class,Local,,Rancho San Luis Gonzaga,MODEL 3,1386.65,
Green Class,Local,,Rancho San Luis Gonzaga,MODEL Y,1694.8,
Green Class,Local,,Rancho Vía Orgánica,MODEL 3,2203.24,
Green Class,Local,,Rancho Vía Orgánica,MODEL Y,2739.92,
Green Class,Local,,Santuario de Atotonilco,MODEL 3,1794.95,
Green Class,Local,,Santuario de Atotonilco,MODEL Y,2217.36,
Green Class,Local,,Viñedo Cuna de Tierra,MODEL 3,2403.53,
Green Class,Local,,Viñedo Cuna de Tierra,MODEL Y,2989.01,
Green Class,Local,,Viñedo Dos Búhos,MODEL 3,1386.65,
Green Class,Local,,Viñedo Dos Búhos,MODEL Y,1694.8,
Green Class,Local,,Viñedo La Santísima Trinidad,MODEL 3,2203.24,
Green Class,Local,,Viñedo La Santísima Trinidad,MODEL Y,2739.92,
Green Class,Local,,Viñedo Los Remedios,MODEL 3,2203.24,
Green Class,Local,,Viñedo Los Remedios,MODEL Y,2739.92,
Green Class,Local,,Viñedo San Lucas,MODEL 3,1386.65,
Green Class,Local,,Viñedo San Lucas,MODEL Y,1694.8,
Green Class,Local,,Viñedo Toyan,MODEL 3,1386.65,
Green Class,Local,,Viñedo Toyan,MODEL Y,1694.8,
Green Class,Local,,Viñedo Tres Raíces,MODEL 3,2203.24,
Green Class,Local,,Viñedo Tres Raíces,MODEL Y,2739.92,
Green Class,Local,,Viñedos Patria,MODEL 3,1540.33,
Green Class,Local,,Viñedos Patria,MODEL Y,1848.87,
Green Class,Local,,Viñedos San Miguel,MODEL 3,2203.24,
Green Class,Local,,Viñedos San Miguel,MODEL Y,2739.92,
Green Class,Local,,Zirándaro,MODEL 3,1386.65,
Green Class,Local,,Zirándaro,MODEL Y,1694.8,
Green Class,Local,,Zona Centro,MODEL 3,1078.51,
Green Class,Local,,Zona Centro,MODEL Y,1386.65,
First Class,Aeropuerto,(AGU) Aeropuerto Internacional de Aguascalientes,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(AGU) Aeropuerto Internacional de Aguascalientes,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(AGU) Aeropuerto Internacional de Aguascalientes,San Miguel de Allende,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(AGU) Aeropuerto Internacional de Aguascalientes,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(AIFA) Aeropuerto Internacional Felipe Angeles,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(AIFA) Aeropuerto Internacional Felipe Angeles,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(AIFA) Aeropuerto Internacional Felipe Angeles,San Miguel de Allende,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(AIFA) Aeropuerto Internacional Felipe Angeles,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(BJX) Aeropuerto Internacional de Leon,San Miguel de Allende,SEDAN,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(BJX) Aeropuerto Internacional de Leon,SEDAN,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(BJX) Aeropuerto Internacional de Leon,San Miguel de Allende,SUBURBAN,3852,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(BJX) Aeropuerto Internacional de Leon,SUBURBAN,3852,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(GDL) Aeropuerto Internacional de Guadalajara,San Miguel de Allende,SEDAN,10350,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,SEDAN,10350,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(GDL) Aeropuerto Internacional de Guadalajara,San Miguel de Allende,SUBURBAN,12840,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(GDL) Aeropuerto Internacional de Guadalajara,SUBURBAN,12840,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(MEX) Aeropuerto Internacional Benito Juarez,San Miguel de Allende,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(MEX) Aeropuerto Internacional Benito Juarez,SUBURBAN,8560,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(MLM) Aeropuerto Internacional de Morelia,San Miguel de Allende,SUBURBAN,9095,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(MLM) Aeropuerto Internacional de Morelia,SUBURBAN,9095,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,SEDAN,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,SEDAN,2990,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(QRO) Aeropuerto Internacional de Queretaro,San Miguel de Allende,SUBURBAN,3852,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(QRO) Aeropuerto Internacional de Queretaro,SUBURBAN,3852,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,SEDAN,5520,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,SEDAN,5520,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(SLP) Aeropuerto Internacional de San Luis Potosi,San Miguel de Allende,SUBURBAN,6821.25,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(SLP) Aeropuerto Internacional de San Luis Potosi,SUBURBAN,6821.25,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,SEDAN,6900,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,(TLC) Aeropuerto Internacional de Toluca,San Miguel de Allende,SUBURBAN,9630,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Aeropuerto,San Miguel de Allende,(TLC) Aeropuerto Internacional de Toluca,SUBURBAN,9630,LAS TARIFAS INCLUYEN PAGO DE DERECHO DE PISO
First Class,Punto a Punto,Aguascalientes,San Miguel de Allende,SEDAN,6900,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
First Class,Punto a Punto,San Miguel de Allende,Aguascalientes,SEDAN,6900,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
First Class,Punto a Punto,Aguascalientes,San Miguel de Allende,SUBURBAN,8560,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
First Class,Punto a Punto,San Miguel de Allende,Aguascalientes,SUBURBAN,8560,CUALQUIER DESTINO EN LA CIUDAD DE AGUASCALIENTES
First Class,Punto a Punto,León,San Miguel de Allende,SEDAN,3887,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
First Class,Punto a Punto,San Miguel de Allende,León,SEDAN,3887,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
First Class,Punto a Punto,León,San Miguel de Allende,SUBURBAN,4922,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
First Class,Punto a Punto,San Miguel de Allende,León,SUBURBAN,4922,CUALQUIER DESTINO EN LA CIUDAD DE LEÓN
First Class,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,SEDAN,6900,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
First Class,Punto a Punto,San Miguel de Allende,Ciudad de México 1 (Norte & Zona Centro),SEDAN,6900,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
First Class,Punto a Punto,Ciudad de México 1 (Norte & Zona Centro),San Miguel de Allende,SUBURBAN,8560,"(ZÓCALO, POLANCO, LA CONDESA, REFORMA, ZONA ROSA, LA ALAMEDA CENTRAL, CHAPULTEPEC)"
